name,company_founded,company_relationship,company_type,demographics_gender,location_region,wealth_type,wealth_how_category,wealth_how_industry,wealth_how_inherited
Masayoshi Son,1981,founder/CEO,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Massimo Moratti,1962,relation,new,male,Europe,inherited,Resource Related,Energy,father
Matt & Dan Walsh,1898,relation,new,male,North America,inherited,Non-Traded Sectors,Constrution,3rd generation
Matthias Reimann-Andersen,1923,relation,aquired,male,Europe,inherited,Traded Sectors,Consumer,father
Maurice Greenberg,1919,Chairman and Chief Executive Officer,new,male,North America,self-made finance,Financial,Money Management,not inherited
Max Michel Suberville,1890,owner,new,male,Latin America,executive,Traded Sectors,Consumer,not inherited
Max Turnauer,1969,relation,new,male,Europe,inherited,Traded Sectors,Non-consumer industrial,father
Meg Whitman,1935,president and ceo,new,female,North America,executive,New Sectors,Technology-Computer,not inherited
Megdet Rahimkulov,1989,Chief Executive,state owned enterprise,male,Europe,privatized and resources,Financial,Diversified financial,not inherited
Mehmet Karamehmet,1923,chairman,new,male,Middle East/North Africa,executive,Non-Traded Sectors,Media,not inherited
Mehmet Nazif Gunal,1976,founder,new,male,Middle East/North Africa,founder non-finance,Non-Traded Sectors,Constrution,not inherited
Mehmet Sinan Tara,1957,relation,new,male,Middle East/North Africa,inherited,Non-Traded Sectors,Constrution,father
Melker Schorling,1987,founder,new,male,Europe,self-made finance,Financial,Diversified financial,not inherited
Merck family,1668,,aquired,,Europe,inherited,New Sectors,Technology-Medical,not inherited
Miao Shouliang,0,,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Michael & Rainer Schmidt-Ruthenbeck,1923,relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Michael Ashcroft,1972,founder,new,male,Europe,founder non-finance,0,Other,not inherited
Michael Ashley,1982,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Michael Birck,1975,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Michael Bloomberg,1981,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Michael DeGroote,1924,owner,aquired,male,North America,founder non-finance,Trucking,services,not inherited
Michael Dell,1984,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Michael Hartono,1951,relation,new,male,East Asia,executive,Traded Sectors,Consumer,not inherited
Michael Herz,1949,relation,new,male,Europe,inherited,Traded Sectors,Consumer,father
Michael Hilti,0,,,male,Europe,executive,Non-Traded Sectors,Constrution,father
Michael Hintze,1999,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Michael Ilitch,1959,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Michael Jaharis,1988,founder,new,male,North America,founder non-finance,New Sectors,Technology-Medical,not inherited
Michael Kadoorie,1901,relation,new,male,East Asia,inherited,Financial,Diversified financial,father
Michael Klein,1957,relation,new,male,Latin America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Michael Kors,1981,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Michael Krasny,1984,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Michael Lee-Chin,1950,relation,new,male,North America,inherited,Financial,Hedge funds,father
Michael Lynch,1996,founder,new,male,Europe,founder non-finance,New Sectors,Technology-Computer,not inherited
Michael Milken,1935,head of high-yield bond trading dept,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Michael Moritz,1972,partner,new,male,North America,self-made finance,Financial,Venture Capital,not inherited
Michael Otto,1949,relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Michael Pieper,1911,relation,aquired,male,Europe,inherited,Traded Sectors,Consumer,father
Michael Platt,2000,founder,new,male,Europe,self-made finance,Financial,Hedge funds,not inherited
Michael Price,2001,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Michael Rubin,1995,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Michael Steinhardt,1967,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Michael Stoschek,1919,relation,new,male,Europe,inherited,Traded Sectors,Consumer,3rd generation
Michael Ying,1968,former chairman and CEO,new,male,East Asia,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
Michael and Rainer Schmidt-Ruthenbeck,1923,relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Michal Solowow,1945,investor,aquired,male,Europe,self-made finance,Financial,Diversified financial,not inherited
Michel Chalhoub,1955,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Michel David-Weill,1848,relation,new,male,Europe,inherited,Financial,Money Management,father
Michel Fribourg,1813,relation,new,male,North America,inherited,Traded Sectors,Consumer,3rd generation
Michel Leclercq,1976,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Michele Ferrero,1946,relation,new,male,Europe,executive,Traded Sectors,Consumer,not inherited
Micky Arison,1972,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Micky Jagtiani,1973,founder,new,male,South Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Miguel Krigsner,1977,founder,new,male,Latin America,founder non-finance,Traded Sectors,Consumer,not inherited
Mike Adenuga,1990,founder,new,male,Sub-Saharan Africa,privatized and resources,Non-Traded Sectors,Media,not inherited
Mikhail Abyzov,2006,Chairman,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Mikhail Balakin,1954,chairman,privatization,male,Europe,privatized and resources,Non-Traded Sectors,Constrution,not inherited
Mikhail Fridman,1989,founder,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Mikhail Gutseriev,2002,owner,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Mikhail Khodorkovsky,1993,Chairman and Chief Executive Officer,privatization,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Mikhail Prokhorov,1993,owner,privatization,male,Europe,privatized and resources,Financial,Diversified financial,not inherited
Milane Frantz,1968,relation,new,female,North America,inherited,Traded Sectors,Non-consumer industrial,father
Miloud Chaabi,1948,founder,new,male,Middle East/North Africa,self-made finance,Financial,Diversified financial,not inherited
Min Kao,1989,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Miriam Blocher,1936,relation,aquired,female,Europe,inherited,Traded Sectors,Non-consumer industrial,father
Mitchell Goldhar,1990,owner,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Mitchell Jacobson,1941,relation,new,male,North America,inherited,Traded Sectors,Non-consumer industrial,father
Mitchell Rales,1969,founder,new,male,North America,founder non-finance,Traded Sectors,Technology-Medical,not inherited
Miuccia Prada,1913,relation,new,female,Europe,inherited,Traded Sectors,Consumer,father
Mo Tianquan,2012,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Mochtar Riady,1948,founder,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Mofatraj Munot,1969,founder,new,male,South Asia,self-made finance,Financial,Real Estate,not inherited
Mohamed Al Fayed,1849,owner,aquired,male,Middle East/North Africa,executive,0,0,not inherited
Mohamed Mansour,1952,relation,new,male,Middle East/North Africa,inherited,Financial,Diversified financial,father
Mohamed Salim Bin Mahfouz,1953,relation,new,male,Middle East/North Africa,inherited,Financial,Money Management,father
Mohammad Al Amoudi,1970,founder,new,male,Middle East/North Africa,privatized and resources,Resource Related,Energy,not inherited
Mohammed Al Barwani,1982,founder,new,male,Middle East/North Africa,privatized and resources,Resource Related,Energy,not inherited
Mohammed Al Issa,1979,shareholder,new,male,Middle East/North Africa,,Financial,Diversified financial,not inherited
Mohammed Ibrahim,1998,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
Mohammed Jameel,1945,relation,new,male,Middle East/North Africa,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Mohannad Al-Kharafi,1956,relation,new,male,Middle East/North Africa,inherited,Financial,Diversified financial,father
Moise Safra,1955,founder,new,male,Latin America,self-made finance,Financial,Money Management,not inherited
Mokhzani Mahathir,1975,founder,new,male,East Asia,privatized and resources,Resource Related,Energy,not inherited
Monika Schoeller,1948,relation,new,female,Europe,inherited,Non-Traded Sectors,Media,father
Monique Louis-Dreyfus,1851,relation,new,female,Europe,inherited,Resource Related,Mining and metals,4th generation
Moores family,1932,,new,,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Mori Arkin,1983,owner,new,male,Middle East/North Africa,executive,New Sectors,Technology-Medical,not inherited
Morris Kahn,1982,investor,new,male,Middle East/North Africa,executive,New Sectors,Technology-Computer,not inherited
Mortimer Zuckerman,1970,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Mubariz Gurbanoglu,1998,founder,new,male,Middle East/North Africa,founder non-finance,Traded Sectors,Other,not inherited
Mukesh Ambani,1980,relation,new,male,South Asia,inherited,Resource Related,Energy,not inherited
Murali Divi,1990,founder,new,male,South Asia,founder non-finance,New Sectors,Technology-Medical,not inherited
Murat Ulker,1944,relation,new,male,Middle East/North Africa,inherited,Traded Sectors,Consumer,father
Murat Vargi,1993,founder,new,male,Middle East/North Africa,founder non-finance,Non-Traded Sectors,Media,not inherited
Murdaya Poo,1988,founder,new,male,East Asia,privatized and resources,Financial,Diversified financial,not inherited
Mustafa Latif Topbas,1995,owner,new,male,Middle East/North Africa,executive,Traded Sectors,Consumer,not inherited
Mustafa Rahmi Koc,1926,relation,new,male,Middle East/North Africa,inherited,Financial,Diversified financial,3rd generation
N. Murray Edwards,1989,chairman,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
N.R. Narayana Murthy,1981,founder,new,male,South Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Nadhmi Auchi,1979,founder,new,male,Europe,self-made finance,Financial,Real Estate,not inherited
Naguib Sawiris,1950,relation,new,male,Middle East/North Africa,inherited,Non-Traded Sectors,Media,father
Najib Mikati,1982,founder,new,male,Middle East/North Africa,privatized and resources,Non-Traded Sectors,Media,not inherited
Nan Cunhui,1984,chairman,new,male,East Asia,executive,New Sectors,Technology-Computer,not inherited
Nancy Walton Laurie,1962,relation,new,female,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Nandan Nilekani,1981,founder,new,male,South Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Naruatsu Baba,2008,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Nassef Sawiris,1950,relation,new,male,Europe,inherited,Non-Traded Sectors,Constrution,father
Nasser Al-Kharafi,1956,relation,new,male,Middle East/North Africa,inherited,Non-Traded Sectors,Constrution,father
Nathan Kirsh,1990,investor,aquired,male,Sub-Saharan Africa,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
Nathaniel Rothschild,1811,relation,new,male,Europe,inherited,Financial,Money Management,5th generation or longer
Neal Patterson,1979,founder,new,male,North America,founder non-finance,New Sectors,Technology-Medical,not inherited
Neide Helena de Moraes,1919,relation,new,female,Latin America,inherited,Financial,Diversified financial,father
Neil Bluhm,1969,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Nelson Peltz,2005,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Nerijus Numavicius,1992,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Nevaldo Rocha,1956,founder,new,male,Latin America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Ng Teng Fong,1962,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Ni Zhaoxing,1992,president,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
"Nicholas Pritzker, II.",1957,relation,aquired,male,North America,inherited,Financial,Real Estate,father
Nicholas Woodman,2002,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Nicky Oppenheimer,1888,relation,new ,male,Sub-Saharan Africa,inherited,Resource Related,Mining and metals,3rd generation
Nicola Bulgari,1884,relation,new,male,Europe,inherited,Traded Sectors,Consumer,5th generation or longer
Nicolas Berggruen,1988,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Nicolas Hayek,1986,founder,merger,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Nicolas Puech,1837,relation,new,male,Europe,inherited,Traded Sectors,Consumer,5th generation or longer
Niels Peter Louis-Hansen,1957,relation,new,male,Europe,inherited,New Sectors,Technology-Medical,father
Nikita Mishin,1996,founder,new,male,Europe,self-made finance,Financial,Real Estate,not inherited
